month,avg_players,gain,pct_gain,peak_players,app_id,game_name
2022-08-01,42642.49,2813.8,7.06,66360,236390,War Thunder
2022-07-01,39828.69,-2696.5,-6.34,57219,236390,War Thunder
2022-06-01,42525.19,2162.81,5.36,65367,236390,War Thunder
2022-05-01,40362.39,-3250.01,-7.45,63781,236390,War Thunder
2022-04-01,43612.39,4446.7,11.35,75998,236390,War Thunder
2022-03-01,39165.69,9446.02,31.78,72842,236390,War Thunder
2022-02-01,29719.67,652.93,2.25,51210,236390,War Thunder
2022-01-01,29066.74,2485.07,9.35,45424,236390,War Thunder
2021-12-01,26581.67,370.5,1.41,43703,236390,War Thunder
2021-11-01,26211.17,1124.67,4.48,47647,236390,War Thunder
2021-10-01,25086.5,-93.31,-0.37,42419,236390,War Thunder
2021-09-01,25179.81,593.23,2.41,43439,236390,War Thunder
2021-08-01,24586.58,1585.16,6.89,38188,236390,War Thunder
2021-07-01,23001.42,-1870.04,-7.52,33676,236390,War Thunder
2021-06-01,24871.47,-670.46,-2.62,39776,236390,War Thunder
2021-05-01,25541.92,-2308.09,-8.29,40505,236390,War Thunder
2021-04-01,27850.01,-2173.2,-7.24,63379,236390,War Thunder
2021-03-01,30023.21,1420.74,4.97,54451,236390,War Thunder
2021-02-01,28602.47,1124.78,4.09,43065,236390,War Thunder
2021-01-01,27477.69,441.49,1.63,39887,236390,War Thunder
2020-12-01,27036.2,-1408.4,-4.95,49784,236390,War Thunder
2020-11-01,28444.6,7482.61,35.7,55865,236390,War Thunder
2020-10-01,20961.98,-249.99,-1.18,41463,236390,War Thunder
2020-09-01,21211.97,-289.07,-1.34,35475,236390,War Thunder
2020-08-01,21501.04,2348.62,12.26,35019,236390,War Thunder
2020-07-01,19152.43,-1248.22,-6.12,29402,236390,War Thunder
2020-06-01,20400.64,-2076.35,-9.24,32424,236390,War Thunder
2020-05-01,22476.99,-2313.17,-9.33,38871,236390,War Thunder
2020-04-01,24790.16,4469.1,21.99,43584,236390,War Thunder
2020-03-01,20321.06,5402.72,36.22,35377,236390,War Thunder
2020-02-01,14918.34,1092.94,7.91,23963,236390,War Thunder
2020-01-01,13825.4,437.01,3.26,21319,236390,War Thunder
2019-12-01,13388.39,973.86,7.84,23388,236390,War Thunder
2019-11-01,12414.53,-132.89,-1.06,21420,236390,War Thunder
2019-10-01,12547.42,-8.0,-0.06,22713,236390,War Thunder
2019-09-01,12555.42,488.88,4.05,22878,236390,War Thunder
2019-08-01,12066.54,1003.51,9.07,18688,236390,War Thunder
2019-07-01,11063.03,-611.3,-5.24,15867,236390,War Thunder
2019-06-01,11674.33,-475.93,-3.92,17809,236390,War Thunder
2019-05-01,12150.26,-1144.4,-8.61,20970,236390,War Thunder
2019-04-01,13294.67,-180.66,-1.34,25719,236390,War Thunder
2019-03-01,13475.33,1360.79,11.23,23410,236390,War Thunder
2019-02-01,12114.54,-1305.72,-9.73,20164,236390,War Thunder
2019-01-01,13420.26,91.89,0.69,21094,236390,War Thunder
2018-12-01,13328.36,1077.85,8.8,23243,236390,War Thunder
2018-11-01,12250.51,-440.13,-3.47,23467,236390,War Thunder
2018-10-01,12690.64,749.8,6.28,26688,236390,War Thunder
2018-09-01,11940.84,-27.96,-0.23,22517,236390,War Thunder
2018-08-01,11968.81,441.13,3.83,18655,236390,War Thunder
2018-07-01,11527.68,-844.41,-6.83,17640,236390,War Thunder
2018-06-01,12372.09,831.91,7.21,21592,236390,War Thunder
2018-05-01,11540.18,-1643.31,-12.46,19514,236390,War Thunder
2018-04-01,13183.49,-248.09,-1.85,25982,236390,War Thunder
2018-03-01,13431.58,2340.62,21.1,27595,236390,War Thunder
2018-02-01,11090.97,-524.35,-4.51,19024,236390,War Thunder
2018-01-01,11615.32,-264.09,-2.22,19041,236390,War Thunder
2017-12-01,11879.4,-72.34,-0.61,20886,236390,War Thunder
2017-11-01,11951.74,1270.35,11.89,22828,236390,War Thunder
2017-10-01,10681.39,216.59,2.07,20125,236390,War Thunder
2017-09-01,10464.8,314.79,3.1,19330,236390,War Thunder
2017-08-01,10150.01,770.04,8.21,15683,236390,War Thunder
2017-07-01,9379.97,-924.09,-8.97,15731,236390,War Thunder
2017-06-01,10304.06,-485.13,-4.5,18621,236390,War Thunder
2017-05-01,10789.19,-41.28,-0.38,20075,236390,War Thunder
2017-04-01,10830.48,-163.76,-1.49,22217,236390,War Thunder
2017-03-01,10994.24,164.92,1.52,21344,236390,War Thunder
2017-02-01,10829.32,-518.62,-4.57,18472,236390,War Thunder
2017-01-01,11347.94,697.34,6.55,19324,236390,War Thunder
2016-12-01,10650.6,725.75,7.31,20797,236390,War Thunder
2016-11-01,9924.85,-1091.9,-9.91,17816,236390,War Thunder
2016-10-01,11016.75,1486.95,15.6,21819,236390,War Thunder
2016-09-01,9529.8,-546.01,-5.42,24737,236390,War Thunder
2016-08-01,10075.81,379.47,3.91,17301,236390,War Thunder
2016-07-01,9696.34,-1382.98,-12.48,14474,236390,War Thunder
2016-06-01,11079.32,742.83,7.19,23531,236390,War Thunder
2016-05-01,10336.49,-756.66,-6.82,17740,236390,War Thunder
2016-04-01,11093.15,-515.85,-4.44,20631,236390,War Thunder
2016-03-01,11608.99,1215.52,11.7,24087,236390,War Thunder
2016-02-01,10393.47,-799.36,-7.14,17810,236390,War Thunder
2016-01-01,11192.82,-91.51,-0.81,22378,236390,War Thunder
2015-12-01,11284.34,-211.49,-1.84,23811,236390,War Thunder
2015-11-01,11495.83,2406.41,26.47,35236,236390,War Thunder
2015-10-01,9089.42,224.87,2.54,17817,236390,War Thunder
2015-09-01,8864.56,-1320.0,-12.96,15575,236390,War Thunder
2015-08-01,10184.55,-938.94,-8.44,15228,236390,War Thunder
2015-07-01,11123.5,1068.95,10.63,18204,236390,War Thunder
2015-06-01,10054.55,-3150.59,-23.86,21073,236390,War Thunder
2015-05-01,13205.13,1625.89,14.04,25134,236390,War Thunder
2015-04-01,11579.25,-2705.65,-18.94,24962,236390,War Thunder
2015-03-01,14284.9,1070.33,8.1,29480,236390,War Thunder
2015-02-01,13214.57,2045.04,18.31,29040,236390,War Thunder
2015-01-01,11169.53,814.94,7.87,23837,236390,War Thunder
2014-12-01,10354.59,2160.78,26.37,22249,236390,War Thunder
2014-11-01,8193.81,-746.84,-8.35,17205,236390,War Thunder
2014-10-01,8940.65,2649.49,42.11,24601,236390,War Thunder
2014-09-01,6291.17,-1329.22,-17.44,11178,236390,War Thunder
2014-08-01,7620.39,115.81,1.54,15720,236390,War Thunder
2014-07-01,7504.58,-1101.69,-12.8,11994,236390,War Thunder
2014-06-01,8606.26,-2257.15,-20.78,16117,236390,War Thunder
2014-05-01,10863.41,3772.09,53.19,26228,236390,War Thunder
2014-04-01,7091.33,1649.47,30.31,20438,236390,War Thunder
2014-03-01,5441.85,-766.12,-12.34,11541,236390,War Thunder
2014-02-01,6207.97,-868.71,-12.28,11730,236390,War Thunder
2014-01-01,7076.68,250.93,3.68,12146,236390,War Thunder
2013-12-01,6825.75,1210.67,21.56,22129,236390,War Thunder
2013-11-01,5615.08,-197.81,-3.4,13218,236390,War Thunder
2013-10-01,5812.89,-1774.08,-23.38,12446,236390,War Thunder
2013-09-01,7586.98,3467.68,84.18,18880,236390,War Thunder
2013-08-01,4119.29,4119.25,8575521.59,12850,236390,War Thunder
2013-07-01,0.05,-0.03,-40.99,1,236390,War Thunder
2013-06-01,0.08,0.08,inf,2,236390,War Thunder
2013-05-01,0.0,-0.02,-100.0,0,236390,War Thunder
2013-04-01,0.02,,,1,236390,War Thunder
,64246.73,-468.1,-0.72,98672,230410,Warframe
2026-04-01,64714.83,12287.51,23.44,98672,230410,Warframe
2026-03-01,52427.32,-4719.22,-8.26,98923,230410,Warframe
2026-02-01,57146.54,-18111.95,-24.07,83459,230410,Warframe
2026-01-01,75258.49,-10786.04,-12.54,108026,230410,Warframe
2025-12-01,86044.53,28400.51,49.27,173377,230410,Warframe
2025-11-01,57644.02,12387.41,27.37,86409,230410,Warframe
2025-10-01,45256.61,5764.85,14.6,86545,230410,Warframe
2025-09-01,39491.76,-8598.43,-17.88,61587,230410,Warframe
2025-08-01,48090.19,-363.72,-0.75,69171,230410,Warframe
2025-07-01,48453.91,5009.58,11.53,117575,230410,Warframe
2025-06-01,43444.33,-19.7,-0.05,98841,230410,Warframe
2025-05-01,43464.03,-2969.84,-6.4,73021,230410,Warframe
2025-04-01,46433.86,-6909.57,-12.95,71082,230410,Warframe
2025-03-01,53343.44,-1272.6,-2.33,101881,230410,Warframe
2025-02-01,54616.04,1177.41,2.2,76887,230410,Warframe
2025-01-01,53438.63,-2730.68,-4.86,74296,230410,Warframe
2024-12-01,56169.3,8495.62,17.82,119690,230410,Warframe
2024-11-01,47673.68,-5893.67,-11.0,76455,230410,Warframe
2024-10-01,53567.35,12093.73,29.16,98228,230410,Warframe
2024-09-01,41473.62,-4295.39,-9.38,60537,230410,Warframe
2024-08-01,45769.01,1944.28,4.44,68005,230410,Warframe
2024-07-01,43824.73,120.71,0.28,97330,230410,Warframe
2024-06-01,43704.02,684.09,1.59,91584,230410,Warframe
2024-05-01,43019.93,-6957.1,-13.92,70135,230410,Warframe
2024-04-01,49977.03,-864.06,-1.7,78277,230410,Warframe
2024-03-01,50841.09,-8406.69,-14.19,81734,230410,Warframe
2024-02-01,59247.77,-5519.0,-8.52,84823,230410,Warframe
2024-01-01,64766.78,9167.6,16.49,94593,230410,Warframe
2023-12-01,55599.18,10049.55,22.06,87383,230410,Warframe
2023-11-01,45549.63,1202.44,2.71,74457,230410,Warframe
2023-10-01,44347.2,4634.05,11.67,76911,230410,Warframe
2023-09-01,39713.14,130.55,0.33,61347,230410,Warframe
2023-08-01,39582.6,1170.46,3.05,77361,230410,Warframe
2023-07-01,38412.14,-5479.69,-12.48,61112,230410,Warframe
2023-06-01,43891.83,-11044.1,-20.1,66482,230410,Warframe
2023-05-01,54935.93,6580.85,13.61,88346,230410,Warframe
2023-04-01,48355.07,7648.58,18.79,115322,230410,Warframe
2023-03-01,40706.49,-1223.89,-2.92,63635,230410,Warframe
2023-02-01,41930.39,1259.47,3.1,59850,230410,Warframe
2023-01-01,40670.91,1568.74,4.01,58816,230410,Warframe
2022-12-01,39102.17,9133.81,30.48,64073,230410,Warframe
2022-11-01,29968.36,-4134.22,-12.12,58261,230410,Warframe
2022-10-01,34102.58,-5668.9,-14.25,55500,230410,Warframe
2022-09-01,39771.48,2189.87,5.83,77239,230410,Warframe
2022-08-01,37581.61,-2184.06,-5.49,58478,230410,Warframe
2022-07-01,39765.67,2418.25,6.48,91910,230410,Warframe
2022-06-01,37347.42,-8875.02,-19.2,68207,230410,Warframe
2022-05-01,46222.44,2989.71,6.92,84285,230410,Warframe
2022-04-01,43232.73,12172.1,39.19,87532,230410,Warframe
2022-03-01,31060.63,-3977.32,-11.35,62134,230410,Warframe
2022-02-01,35037.94,-12357.3,-26.07,57905,230410,Warframe
2022-01-01,47395.24,-7255.95,-13.28,77400,230410,Warframe
2021-12-01,54651.19,13875.07,34.03,118297,230410,Warframe
2021-11-01,40776.13,909.77,2.28,73093,230410,Warframe
2021-10-01,39866.36,-7101.99,-15.12,71407,230410,Warframe
2021-09-01,46968.35,-3785.16,-7.46,82680,230410,Warframe
2021-08-01,50753.51,-861.27,-1.67,74329,230410,Warframe
2021-07-01,51614.78,11992.53,30.27,181509,230410,Warframe
2021-06-01,39622.26,-7061.59,-15.13,69028,230410,Warframe
2021-05-01,46683.85,267.46,0.58,77193,230410,Warframe
2021-04-01,46416.38,3464.79,8.07,79251,230410,Warframe
2021-03-01,42951.59,3741.63,9.54,83221,230410,Warframe
2021-02-01,39209.96,3085.81,8.54,61032,230410,Warframe
2021-01-01,36124.14,134.09,0.37,60019,230410,Warframe
2020-12-01,35990.05,-3923.97,-9.83,70305,230410,Warframe
2020-11-01,39914.02,-1384.76,-3.35,68553,230410,Warframe
2020-10-01,41298.79,-15032.09,-26.69,69891,230410,Warframe
2020-09-01,56330.88,-3298.15,-5.53,90316,230410,Warframe
2020-08-01,59629.02,20243.88,51.4,154246,230410,Warframe
2020-07-01,39385.15,-5445.2,-12.15,58719,230410,Warframe
2020-06-01,44830.35,-4856.71,-9.77,81798,230410,Warframe
2020-05-01,49687.06,-6631.71,-11.78,76165,230410,Warframe
2020-04-01,56318.77,3491.4,6.61,94162,230410,Warframe
2020-03-01,52827.37,11892.49,29.05,88215,230410,Warframe
2020-02-01,40934.88,4670.8,12.88,70798,230410,Warframe
2020-01-01,36264.08,-10878.94,-23.08,59186,230410,Warframe
2019-12-01,47143.02,1050.29,2.28,84081,230410,Warframe
2019-11-01,46092.73,11693.86,33.99,87616,230410,Warframe
2019-10-01,34398.86,-8083.36,-19.03,60931,230410,Warframe
2019-09-01,42482.22,-10713.34,-20.14,80466,230410,Warframe
2019-08-01,53195.56,-2706.68,-4.84,96262,230410,Warframe
2019-07-01,55902.24,13228.98,31.0,94907,230410,Warframe
2019-06-01,42673.26,-7907.43,-15.63,74255,230410,Warframe
2019-05-01,50580.69,-5993.82,-10.59,97068,230410,Warframe
2019-04-01,56574.51,-6225.98,-9.91,107898,230410,Warframe
2019-03-01,62800.49,16576.23,35.86,115102,230410,Warframe
2019-02-01,46224.26,-6530.25,-12.38,74472,230410,Warframe
2019-01-01,52754.51,-973.04,-1.81,82266,230410,Warframe
2018-12-01,53727.55,-7758.99,-12.62,89029,230410,Warframe
2018-11-01,61486.55,11768.29,23.67,131766,230410,Warframe
2018-10-01,49718.26,-2076.0,-4.01,99735,230410,Warframe
2018-09-01,51794.26,-17097.44,-24.82,86984,230410,Warframe
2018-08-01,68891.69,-7703.22,-10.06,107100,230410,Warframe
2018-07-01,76594.91,19971.45,35.27,118191,230410,Warframe
2018-06-01,56623.46,13680.6,31.86,129002,230410,Warframe
2018-05-01,42942.86,-7399.31,-14.7,73097,230410,Warframe
2018-04-01,50342.17,2251.24,4.68,85227,230410,Warframe
2018-03-01,48090.92,-944.53,-1.93,81338,230410,Warframe
2018-02-01,49035.45,3857.89,8.54,82384,230410,Warframe
2018-01-01,45177.56,-6202.41,-12.07,69002,230410,Warframe
2017-12-01,51379.97,-5120.47,-9.06,76564,230410,Warframe
2017-11-01,56500.44,-5408.38,-8.74,102965,230410,Warframe
2017-10-01,61908.82,24880.71,67.19,121377,230410,Warframe
2017-09-01,37028.11,-2939.28,-7.35,58608,230410,Warframe
2017-08-01,39967.39,965.21,2.47,55743,230410,Warframe
2017-07-01,39002.18,13100.15,50.58,58314,230410,Warframe
2017-06-01,25902.03,-1879.21,-6.76,51423,230410,Warframe
2017-05-01,27781.24,-2795.16,-9.14,47732,230410,Warframe
2017-04-01,30576.4,-147.26,-0.48,50822,230410,Warframe
2017-03-01,30723.66,2325.41,8.19,69526,230410,Warframe
2017-02-01,28398.25,-3336.65,-10.51,45309,230410,Warframe
2017-01-01,31734.9,-1943.55,-5.77,47134,230410,Warframe
2016-12-01,33678.45,3861.26,12.95,56812,230410,Warframe
2016-11-01,29817.19,8928.58,42.74,68530,230410,Warframe
2016-10-01,20888.62,-1887.31,-8.29,34094,230410,Warframe
2016-09-01,22775.92,-3772.49,-14.21,39037,230410,Warframe
2016-08-01,26548.41,-1977.75,-6.93,46268,230410,Warframe
2016-07-01,28526.17,2199.23,8.35,61417,230410,Warframe
2016-06-01,26326.93,-271.05,-1.02,41739,230410,Warframe
2016-05-01,26597.98,-547.56,-2.02,44091,230410,Warframe
2016-04-01,27145.55,-6602.0,-19.56,47242,230410,Warframe
2016-03-01,33747.55,1838.3,5.76,66308,230410,Warframe
2016-02-01,31909.25,1199.69,3.91,49683,230410,Warframe
2016-01-01,30709.56,-2544.25,-7.65,50177,230410,Warframe
2015-12-01,33253.8,11920.4,55.88,58502,230410,Warframe
2015-11-01,21333.4,-6380.24,-23.02,37303,230410,Warframe
2015-10-01,27713.64,5645.86,25.58,48901,230410,Warframe
2015-09-01,22067.78,-7092.23,-24.32,38904,230410,Warframe
2015-08-01,29160.01,9223.72,46.27,44908,230410,Warframe
2015-07-01,19936.29,1570.03,8.55,49829,230410,Warframe
2015-06-01,18366.27,-2564.27,-12.25,29209,230410,Warframe
2015-05-01,20930.54,-1167.12,-5.28,37595,230410,Warframe
2015-04-01,22097.66,864.32,4.07,40497,230410,Warframe
2015-03-01,21233.34,2854.61,15.53,42816,230410,Warframe
2015-02-01,18378.74,459.19,2.56,28376,230410,Warframe
2015-01-01,17919.54,-1456.78,-7.52,28400,230410,Warframe
2014-12-01,19376.33,2479.55,14.67,29349,230410,Warframe
2014-11-01,16896.78,1159.8,7.37,32800,230410,Warframe
2014-10-01,15736.98,-66.18,-0.42,34785,230410,Warframe
2014-09-01,15803.16,-662.9,-4.03,25841,230410,Warframe
2014-08-01,16466.05,1243.7,8.17,28233,230410,Warframe
2014-07-01,15222.36,3073.45,25.3,31766,230410,Warframe
2014-06-01,12148.9,539.89,4.65,19939,230410,Warframe
2014-05-01,11609.02,-2763.5,-19.23,19536,230410,Warframe
2014-04-01,14372.52,1993.52,16.1,26848,230410,Warframe
2014-03-01,12379.0,-1273.85,-9.33,21193,230410,Warframe
2014-02-01,13652.84,1992.0,17.08,21380,230410,Warframe
2014-01-01,11660.84,545.15,4.9,16929,230410,Warframe
2013-12-01,11115.69,1894.94,20.55,18274,230410,Warframe
2013-11-01,9220.75,283.07,3.17,18459,230410,Warframe
2013-10-01,8937.68,-778.95,-8.02,16381,230410,Warframe
2013-09-01,9716.62,884.84,10.02,18941,230410,Warframe
2013-08-01,8831.78,-773.81,-8.06,14349,230410,Warframe
2013-07-01,9605.6,-1168.82,-10.85,15714,230410,Warframe
2013-06-01,10774.41,435.88,4.22,19554,230410,Warframe
2013-05-01,10338.53,-1991.12,-16.15,19734,230410,Warframe
2013-04-01,12329.65,10369.52,529.02,21157,230410,Warframe
2013-03-01,1960.13,1960.13,43776179.05,19099,230410,Warframe
2013-02-01,0.0,0.0,inf,1,230410,Warframe
2013-01-01,0.0,,,0,230410,Warframe
,95891.99,-12288.6,-11.36,236233,3321460,Crimson Desert
2026-04-01,108180.54,-58215.57,-34.99,236233,3321460,Crimson Desert
2026-03-01,166396.11,,,275859,3321460,Crimson Desert
,26765.72,-496.3,-1.82,75938,1203220,NARAKA: BLADEPOINT
2026-04-01,27261.98,-1815.91,-6.24,84830,1203220,NARAKA: BLADEPOINT
2026-03-01,29077.88,-4791.65,-14.15,87522,1203220,NARAKA: BLADEPOINT
2026-02-01,33869.54,-2060.78,-5.74,96685,1203220,NARAKA: BLADEPOINT
2026-01-01,35930.31,-5003.87,-12.22,116200,1203220,NARAKA: BLADEPOINT
2025-12-01,40934.19,-3219.11,-7.29,139531,1203220,NARAKA: BLADEPOINT
2025-11-01,44153.3,-5108.45,-10.37,142014,1203220,NARAKA: BLADEPOINT
2025-10-01,49261.75,2130.69,4.52,180718,1203220,NARAKA: BLADEPOINT
2025-09-01,47131.06,-8248.48,-14.89,140882,1203220,NARAKA: BLADEPOINT
2025-08-01,55379.54,-6926.23,-11.12,165613,1203220,NARAKA: BLADEPOINT
2025-07-01,62305.77,18345.4,41.73,217557,1203220,NARAKA: BLADEPOINT
2025-06-01,43960.37,-7907.61,-15.25,139612,1203220,NARAKA: BLADEPOINT
2025-05-01,51867.98,-5399.45,-9.43,151752,1203220,NARAKA: BLADEPOINT
2025-04-01,57267.43,-8377.17,-12.76,205593,1203220,NARAKA: BLADEPOINT
2025-03-01,65644.59,-16786.82,-20.36,225102,1203220,NARAKA: BLADEPOINT
2025-02-01,82431.42,-3041.78,-3.56,229937,1203220,NARAKA: BLADEPOINT
2025-01-01,85473.2,-18644.56,-17.91,239741,1203220,NARAKA: BLADEPOINT
2024-12-01,104117.75,5719.84,5.81,322243,1203220,NARAKA: BLADEPOINT
2024-11-01,98397.91,-12189.8,-11.02,316941,1203220,NARAKA: BLADEPOINT
2024-10-01,110587.71,-6207.08,-5.31,337515,1203220,NARAKA: BLADEPOINT
2024-09-01,116794.79,615.22,0.53,381059,1203220,NARAKA: BLADEPOINT
2024-08-01,116179.57,-18284.55,-13.6,326026,1203220,NARAKA: BLADEPOINT
2024-07-01,134464.12,27794.99,26.06,385770,1203220,NARAKA: BLADEPOINT
2024-06-01,106669.13,5843.08,5.8,291633,1203220,NARAKA: BLADEPOINT
2024-05-01,100826.05,-8529.06,-7.8,312137,1203220,NARAKA: BLADEPOINT
2024-04-01,109355.1,3096.99,2.91,372076,1203220,NARAKA: BLADEPOINT
2024-03-01,106258.11,8452.4,8.64,302152,1203220,NARAKA: BLADEPOINT
2024-02-01,97805.71,95.34,0.1,282136,1203220,NARAKA: BLADEPOINT
2024-01-01,97710.37,-29.99,-0.03,293291,1203220,NARAKA: BLADEPOINT
2023-12-01,97740.36,4475.52,4.8,286647,1203220,NARAKA: BLADEPOINT
2023-11-01,93264.84,-2027.94,-2.13,277089,1203220,NARAKA: BLADEPOINT
2023-10-01,95292.78,8393.11,9.66,295419,1203220,NARAKA: BLADEPOINT
2023-09-01,86899.67,-6110.84,-6.57,242387,1203220,NARAKA: BLADEPOINT
2023-08-01,93010.51,14239.76,18.08,225542,1203220,NARAKA: BLADEPOINT
2023-07-01,78770.75,39367.03,99.91,264406,1203220,NARAKA: BLADEPOINT
2023-06-01,39403.72,-2058.56,-4.96,133315,1203220,NARAKA: BLADEPOINT
2023-05-01,41462.28,-2812.57,-6.35,124454,1203220,NARAKA: BLADEPOINT
2023-04-01,44274.85,-2571.06,-5.49,137001,1203220,NARAKA: BLADEPOINT
2023-03-01,46845.91,-4048.26,-7.95,144555,1203220,NARAKA: BLADEPOINT
2023-02-01,50894.17,1515.97,3.07,144657,1203220,NARAKA: BLADEPOINT
2023-01-01,49378.19,-3084.22,-5.88,124913,1203220,NARAKA: BLADEPOINT
2022-12-01,52462.42,-611.27,-1.15,155107,1203220,NARAKA: BLADEPOINT
2022-11-01,53073.69,219.18,0.41,166259,1203220,NARAKA: BLADEPOINT
2022-10-01,52854.51,-3254.97,-5.8,162366,1203220,NARAKA: BLADEPOINT
2022-09-01,56109.48,1572.5,2.88,149175,1203220,NARAKA: BLADEPOINT
2022-08-01,54536.98,13709.12,33.58,165639,1203220,NARAKA: BLADEPOINT
2022-07-01,40827.86,-1524.33,-3.6,106751,1203220,NARAKA: BLADEPOINT
2022-06-01,42352.19,-7194.05,-14.52,109793,1203220,NARAKA: BLADEPOINT
2022-05-01,49546.24,-5540.39,-10.06,129636,1203220,NARAKA: BLADEPOINT
2022-04-01,55086.62,-4373.96,-7.36,146195,1203220,NARAKA: BLADEPOINT
2022-03-01,59460.58,5160.75,9.5,165976,1203220,NARAKA: BLADEPOINT
2022-02-01,54299.83,748.98,1.4,148721,1203220,NARAKA: BLADEPOINT
2022-01-01,53550.85,-7639.74,-12.49,138595,1203220,NARAKA: BLADEPOINT
2021-12-01,61190.58,12265.4,25.07,186707,1203220,NARAKA: BLADEPOINT
2021-11-01,48925.18,-2805.99,-5.42,154161,1203220,NARAKA: BLADEPOINT
2021-10-01,51731.18,-12541.05,-19.51,141344,1203220,NARAKA: BLADEPOINT
2021-09-01,64272.23,9104.06,16.5,160720,1203220,NARAKA: BLADEPOINT
2021-08-01,55168.17,,,128628,1203220,NARAKA: BLADEPOINT
,101485.99,-6403.6,-5.94,210970,3041230,Windrose
2026-04-01,107889.62,,,210970,3041230,Windrose
,48083.76,-1160.3,-2.36,94654,3240220,Grand Theft Auto V Enhanced
2026-04-01,49244.03,-2045.03,-3.99,94654,3240220,Grand Theft Auto V Enhanced
2026-03-01,51289.05,-4914.76,-8.74,98528,3240220,Grand Theft Auto V Enhanced
2026-02-01,56203.81,-12703.97,-18.44,106203,3240220,Grand Theft Auto V Enhanced
2026-01-01,68907.78,-8901.74,-11.44,116063,3240220,Grand Theft Auto V Enhanced
2025-12-01,77809.52,30364.75,64.0,151971,3240220,Grand Theft Auto V Enhanced
2025-11-01,47444.77,7864.08,19.87,101230,3240220,Grand Theft Auto V Enhanced
2025-10-01,39580.68,2909.98,7.94,75808,3240220,Grand Theft Auto V Enhanced
2025-09-01,36670.7,-3826.07,-9.45,72971,3240220,Grand Theft Auto V Enhanced
2025-08-01,40496.78,519.71,1.3,79692,3240220,Grand Theft Auto V Enhanced
2025-07-01,39977.07,-3589.06,-8.24,66458,3240220,Grand Theft Auto V Enhanced
2025-06-01,43566.13,-1663.19,-3.68,75456,3240220,Grand Theft Auto V Enhanced
2025-05-01,45229.32,-180.02,-0.4,86303,3240220,Grand Theft Auto V Enhanced
2025-04-01,45409.34,-29884.72,-39.69,93673,3240220,Grand Theft Auto V Enhanced
2025-03-01,75294.06,,,157412,3240220,Grand Theft Auto V Enhanced
,49515.86,412.1,0.84,83904,381210,Dead by Daylight
2026-04-01,49103.75,2880.72,6.23,77398,381210,Dead by Daylight
2026-03-01,46223.03,-9073.38,-16.41,84502,381210,Dead by Daylight
2026-02-01,55296.41,6008.71,12.19,93286,381210,Dead by Daylight
2026-01-01,49287.7,10660.11,27.6,96633,381210,Dead by Daylight
2025-12-01,38627.59,-8452.29,-17.95,57962,381210,Dead by Daylight
2025-11-01,47079.88,-4381.52,-8.51,82802,381210,Dead by Daylight
2025-10-01,51461.4,4072.3,8.59,90008,381210,Dead by Daylight
2025-09-01,47389.1,-12132.92,-20.38,78689,381210,Dead by Daylight
2025-08-01,59522.02,-4014.55,-6.32,104570,381210,Dead by Daylight
2025-07-01,63536.57,7046.68,12.47,96818,381210,Dead by Daylight
2025-06-01,56489.89,14303.32,33.9,120430,381210,Dead by Daylight
2025-05-01,42186.57,737.21,1.78,82506,381210,Dead by Daylight
2025-04-01,41449.36,9723.67,30.65,71375,381210,Dead by Daylight
2025-03-01,31725.69,-3911.44,-10.98,50802,381210,Dead by Daylight
2025-02-01,35637.13,5115.27,16.76,66219,381210,Dead by Daylight
2025-01-01,30521.87,-852.75,-2.72,44111,381210,Dead by Daylight
2024-12-01,31374.61,-7193.25,-18.65,46522,381210,Dead by Daylight
2024-11-01,38567.86,-1129.23,-2.84,68157,381210,Dead by Daylight
2024-10-01,39697.1,1442.56,3.77,70208,381210,Dead by Daylight
2024-09-01,38254.54,-2625.07,-6.42,59668,381210,Dead by Daylight
2024-08-01,40879.61,234.41,0.58,62754,381210,Dead by Daylight
2024-07-01,40645.2,-4160.91,-9.29,99859,381210,Dead by Daylight
2024-06-01,44806.11,8980.74,25.07,83741,381210,Dead by Daylight
2024-05-01,35825.37,2779.09,8.41,62610,381210,Dead by Daylight
2024-04-01,33046.27,-9236.57,-21.84,56673,381210,Dead by Daylight
2024-03-01,42282.84,10098.3,31.38,71444,381210,Dead by Daylight
2024-02-01,32184.55,3840.49,13.55,48792,381210,Dead by Daylight
2024-01-01,28344.06,-2914.75,-9.32,42401,381210,Dead by Daylight
2023-12-01,31258.81,-1379.06,-4.23,50431,381210,Dead by Daylight
2023-11-01,32637.87,1540.12,4.95,57906,381210,Dead by Daylight
2023-10-01,31097.75,916.62,3.04,60779,381210,Dead by Daylight
2023-09-01,30181.13,-5903.96,-16.36,49617,381210,Dead by Daylight
2023-08-01,36085.09,-5067.41,-12.31,56455,381210,Dead by Daylight
2023-07-01,41152.51,1039.32,2.59,66799,381210,Dead by Daylight
2023-06-01,40113.19,9268.89,30.05,87747,381210,Dead by Daylight
2023-05-01,30844.29,782.76,2.6,47348,381210,Dead by Daylight
2023-04-01,30061.53,-2865.88,-8.7,46191,381210,Dead by Daylight
2023-03-01,32927.41,744.4,2.31,55808,381210,Dead by Daylight
2023-02-01,32183.02,-1432.27,-4.26,48520,381210,Dead by Daylight
2023-01-01,33615.29,930.79,2.85,51637,381210,Dead by Daylight
2022-12-01,32684.5,-907.42,-2.7,46470,381210,Dead by Daylight
